date;employee_title;employee_status;review_title;pros;cons
2021-02-09;Process Operator;Current Employee;Good Company;"Good people to work with
";"none that i can point out
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-09;Business Analyst;Current Employee, less than 1 year;A1 company;"Great benefits 
Caring team leads
";"The company is currently going through a massive reorganization (stressful)
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-23;Machinist/Millwright;Current Employee;excellent employer until they closed refinery;"excellent benefits for full time employees
";"poor economy and bad decisions
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-22;Manager;Former Employee, more than 1 year;Ok place to work;"Big companya lot of opportunities
";"Big company not much person help
Advice to Management
Keep it up
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-22;Inside Sales Representative;Former Employee;Good experience;"Great fellow employees and good environment
";"There were not any for the part time position
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-22;Sales Assistant;Former Employee;Great company!;"Did very well there. They take care of full time employees.
";"Don't care as much for contractors.
Advice to Management
Keep good contractors around longer.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-21;Development Manager;Current Employee, more than 10 years;Great Company, Great People;"Employees are able to chart their own career path
Very good people to work for
International options
";"Can be slow to change in some parts of the organization
Feels like things are getting squeezed tight these days
Need to see if Shell can manage through the Energy Transition
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-20;Cashier;Former Employee;Loved it;"Move up fast and easy to get along with staff
";"Get busy fast , have to keep up
Advice to Management
Keep up the good work
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-17;Regional Sales Manager;Former Employee, more than 10 years;They have a lot going for them, especially the people, but large strategic issues causing a problems;"Great people who are trained to work well together, collaborate, and put the customer first.
";"The political pressures to move toward renewable or cleaner energy is causing Shell to devalue strong platforms like fuels and lubricants. They are cutting headcount there when this is the cash cow for them. The strategic changes are opening the door for competition to take business.

Mid-level managers are being cut dramatically making it hard for future folks to advance in their careers.
Advice to Management
Do your best. The senior leaders are trying to save the future of the business. Treat people with respect as you go through the changes... many of you do this really well.
1 person found this review helpful
Helpful
Share
Repor"
2021-02-19;Customer Service Representative (CSR);Former Employee;CSR;"Easy work, okay pay, Nice people
";"management could be a little more helpful
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-04;Project Engineer;Current Employee, more than 1 year;Great place to work;"Cares about employees. Offers growth
";"Very corporate buzzwordy. Moves very slow in everything we do. Relies to often in decision by committee
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Process Technician;Current Employee;Great company;"1.good career advancements
2.very safety minded
3.very diverse
4.good pay and benefits
5.strong family environment
";"plant closure due to covid-19
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;IT Portfolio Manager;Former Employee;Great company to work with;"Diversity and Inclusion, great training and opportunities for international exposure
";"Sometimes decisions take too long
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Business Analyst;Former Employee;Good place to work;"Good place to work, good exposure to technology
";"Not applicable , things are good.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Engineer;Current Employee;Great company to work for;"you will have great learning opportunities
";"not that I can think of
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;IT Service Manager;Former Employee;Great Company;"Great People, Great Work, International.
";"Large Company, Red Tape, Slow decisions.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-30;Project Manager;Former Employee;One of the best employer out there if not thee best.;"Great benefits, Respect for the people
";"Slow to implement change, too much red tap
Advice to Management
Take care of your team leads who are often sandwiched between top management and their direct reports.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-28;Instrument Technician;Former Employee;Great company;"Excellent work atmosphere and people
";"Long time away from family
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-11;Clerk;Former Employee;Great place;"great lunches and pay was good.
";"Team could have been more friendlier
Advice to Management
Seek to Understand employees better
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Project Engineer;Current Employee, more than 10 years;Going the wrong way;"Good salary and benefit package
";"Very low moral and no employee engagement
Advice to Management
Stop talking about care when it’s obviously not demonstrated
1 person found this review helpful
Helpful
Share
Repor"
2021-01-26;Cashier;Current Employee, less than 1 year;Amazing;"Very professional people are nice
";"Long hours but good pay
Advice to Management
No advice
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Sales Associate;Former Employee;On;"Easy money , easy money , easy money , easy money , easy money
";"Not best job, rude customers, not the best gas station , low pay
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Account Manager;Former Employee, more than 8 years;Shell account manager for downstream businesses;"Fairly relaxed work life balance and drinking culture
";"Most of the management are alcoholics and have huge egos and tend to be a bit dim
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-07;Front End Cashier;Current Employee, less than 1 year;Good place to work at;"Good people to work with
";"Work and cover shifts on weekends
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-07;Process Operator;Current Employee, more than 5 years;Process Operator;"Really Great Pay and Benefits
";"Hard to advance if you aren't in the click.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-05;IT Advisor;Current Employee;Great place to work, but still a big corporation;"Benefits, advancement opportunities, position in industry
";"Big corporation, shareholder return is the top priority
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-22;External Relations Manager;Current Employee;Great place to work.;"Pay and benefits are top.
";"Need to defend working for an oil & gas company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Operations;Current Employee, more than 10 years;Working in shell operations;"Pay and benefits are good
";"Shift work and long turnarounds
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Human Resources Manager;Former Employee, more than 3 years;Compensation isnt everything;"Top O&G operator, one of the best, lots of good benefits
";"Bureaucratic, slow, arrogant. Work life balance is terrible, they will work you to the ground
Advice to Management
Strive to change from a company that thinks it knows it all... to one that tries to continually learn and grow and adapt. The arrogance of the former is stifling and unattractive culturally, to gen-ex's, millennials and younger generation employees. Also, walk the talk in upper management when it comes to diversity. A leadership board full of white boomer males sends the wrong message.
1 person found this review helpful
Helpful
Share
Repor"
2021-01-19;Finance Advisor;Current Employee, more than 3 years;Great Opportunity to Learn;"Work with great people who want to help you succeed. Within first 3 years, you will be given real responsibility and white space to critically think and problem solve. Have worked in TX, WA and LA in 3 year period, good opportunity to travel if you seek it.
";"Lots of reorgs, constant changing.
Advice to Management
Overall strategic vision is heading in the right direction, continue to be transparent and promote leaders who employ empathy.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Process Integrator;Former Employee, more than 10 years;Shell;"Work/Life Balance, Salary, Teamwork, Hours, Stability
";"Lack of opportunity, Lack of Management support
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Cashier;Former Employee;Easy job;"If u want fast pace or slow pace it’s here and if u love working with others this is ur spot
";"People are very rude to you
Managers will not work with you on hours
Advice to Management
Help ur workers with hours if the hours u give them they can’t get a sitter for.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-03;Cashier;Former Employee, less than 1 year;Cashier;"Friendly atmosphere, great co workers.
";"Sometimes late hours with disruptive customers.
Advice to Management
n/a
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Lease Operator;Former Employee;Great Company;"Great Pay, frequent raises, steady work
";"none, great company, just work hard
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Human Resources Consultant;Former Employee, more than 10 years;Great company, but not for HR;;"ltant in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Shell has great pay and benefits and in general co-workers are really good people to work with.
Cons
The size of the company makes it difficult to get things and have decisions get made. The HR function goes through a reorg about every two years and they do not do a good job of change management.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Engineer;Former Employee, more than 8 years;Good Company;"Good company with many areas of opportunities to advance and experience.
";"The energy sector is in a challenging cycle and may take a few years to stabalize.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-24;Manager;Former Employee, more than 3 years;good;"good atmosphere at the work
";"bad pressure for mental health
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Process Operator;Current Employee;..;"it has good benefits and locations .
";"It is closing down some locations.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-01;Process Engineer;Former Employee;Working with Shell;"Great compensation, interesting projects, caring management
";"Not enough development opportunities for graduates
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-16;Business Analyst;Current Employee, more than 8 years;Great opportunities;"All round growth and excellent work life balance. Great corporate culture
";"Processes make projects expensive and longer to deliver
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-16;Key Account Manager;Current Employee;Best company in the world;"Great company, Great Benefits a true place to have a career
";"Too many decision makers which slows down business
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Procurement Manager;Current Employee;Great company;"Growth opportunity
Flexible benefit
Family health plan
Vacation time
";"Opportunity for telecommunication
Complex org
High workload
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Senior Reporting Analyst;Current Employee;Am with Shell for last 25 years;"An individual is mostly assigned to a role for max 4-5 years and then required to switch into different other roles thus he/she is able to learn fast through different exposure and multiple experience
";"Connections and networking matters a lot while stepping into next roles...
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Engineer;Former Employee, more than 8 years;Denver Office was Amazing;"Great office setting and group of people. Amazing benefits.
";"Little implications for people who weren’t pulling their weight.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Transformation Director;Current Employee, more than 8 years;Excellent Organization;"Growth Opportunities, work life balance, empathy
";"Complexity of matrix organiaztion leading to delayed decision making
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Legal Role;Current Employee;good;"good role and good opportunities
";"long working hours and time
Advice to Management
good long hours need to be less
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Change Manager;Former Employee;Good Company;"Friendly environment, welcoming staff to new employees
";"Large organization, can become impersonal at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Petroleum Engineer;Former Employee, more than 5 years;Great place to start or finish your career;"Good benefits, great people and a good place to make an impact.
";"Depending on your skill set, you can be pigeon holed quickly (and it could take you years to figure it out). Management and HR literally estimate your maximum potential at the company. I lovingly referred to it as my glass ceiling. There are periods when they hire management from other companies, which disincentivized people in management to stay. (Look at the bios of top management in the US to see if they left Shell and came back.) Maybe this has changed since I have left, but it’s something to keep in mind for career planning.
Advice to Management
Grow from within. Could be better on the diversity of management (women and persons of color).
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;Customer Service Representative (CSR);Current Employee;Find a new place;"None should fine a new job
";"No 401k no type of benefits
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-29;Customer Relationship Manager;Current Employee;Pathetic work culture;"Global company and can grow business.
";"Bad culture, management continuously lies, nepotism ingrained in managers, white boys get promoted regularly.
Advice to Management
Resign out of shame
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-28;Turnaround Manager;Current Employee;Good company in turbulent times.;"Salary, Benefits, Potential schedule flexibility
";"Work Life Balance, Future Opportunities
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Process Operator;Current Employee;good;"good people at my job
";"nothing is wrong with the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Senior Administrative Assistant;Current Employee, more than 5 years;Great company;"benefits pay work life balance
";"no more oil and gas
Advice to Management
no comment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;General Labor;Former Employee;Profesional;"Clean fast quick friendly service
";"I have no cons for this company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Project Engineer;Former Employee;Good company, bad project environment;"Good compensation and nice work life balance
";"Lack of appreciation for projects and project management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-28;Project IM Lead;Current Employee, more than 10 years;One of the best companies in the world;"Lots of talented people to work with. Lots of challenging projects. 

Wonderful pay and benefits; they are targeted at the 75th percentile. The company is extremely concerned about your health & safety and work-life balance. The full package here is practically unbeatable.
";"Most of the IT staff is in India. If you're in the US, 5:00 and 6:00 AM meetings are not unusual (but not really common). If you're in India, expect to be on calls after 7 with US staff. You may not be on the same continent with the rest of your team or your lead or your manager.

It's still a consensus-based culture, and I'd like to see more managers able to make the tough decision and move forward, even if not everyone agrees. It still feels like it takes too long for anything to happen.

Weekly 1-on-1s with your supervisor are not part of the culture.
Advice to Management
Require everyone's annual performance goals to be measurable and have a time component. All of the GPAs I saw (in IT) up the line had at least a couple vaguely defined goals that were written so that there was no way to be accountable for not achieving the goal.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-28;Geologist;Former Employee, more than 5 years;Good Experience;"Large company with lots of opportunity and exciting projects.
";"Large company bureaucracy and what goes with it.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Head of Engineering;Former Employee;Great company;"Very friendly staff and good compensation
";"Large corporation, slow pace in decision making
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Sales Associate/Cashier;Former Employee, less than 1 year;Great;"Cheap good to shop at
";"None at all great job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-26;Research Engineer;Current Employee;good in the industry;"good work life balance and good compensation
";"few young folks and can be more energetic in general
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-26;Business Transformation Manager;Current Employee, more than 8 years;Good pay, toxic culture;"Pay is above average in industry
";"Toxic culture of politics and fAvoritism
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-10;Trader;Current Employee, more than 1 year;Amazing company. Best I've ever stayed;"Amazing culture, colleagues have great personality
";"Sometimes unclear guidelines, need to be self-starter
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Safety Specialist;Former Employee, more than 10 years;Much Desired Company;"Unlimited resources for learning, growth and potential.
Benefits are fantastic.
Opportunity for transfer or travel.
Shell Safety is globally revered.
";"There are those that have NO business being placed in management or position of authority; especially new hires.
Advice to Management
GPA is a two-way street.
why leave it to unfair system of annual Shell Survey to 'learn"" about managers, team leads, supervisors?
The same should be equal for staff to provide upper management continuous 360 feedback on direct leads.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-10;Manager;Former Employee, more than 1 year;very good infromances;"Always very good, friendly had a good zone.
";"None, everything was very good and done right.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-09;Production Operator;Current Employee, more than 1 year;Care for people;"People first company, employees treated exceptionally
";"People first company, sometimes creates complacency
Advice to Management
Keep trying to balance efficiency of work with care for people
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Shift Supervisor;Current Employee, more than 10 years;Spider web of management;"good pay and benefits package.
";"Divestment of ownership for management leads to slow or now decision making.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Barista;Current Employee;Good;"It was pretty chill and good
";"Not really any cons tbh
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-22;Trader Support Manager North America;Current Employee;Great people, good company;"The people are great and work life balance is excellent
";"Major focus on cost cutting and many jobs are going to the Indian side of the company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-22;Onboarding Analyst;Current Employee;Love it;"Very diverse and talented people
";"Things move pretty slow at times
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-22;Business Analyst;Former Employee, more than 5 years;Awesome but not challenging;"Plenty of resources and opportunity to cross train
";"Not attracting best talent. Shell-Laxed is common adage their to explain the laissez-faire attitude exhibited by FTE as alot of contractors apire to become converted
Advice to Management
Seek real talent and not just what looks to make sense. Enacted vs espoused values definitely being challenged here.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Oil and Gas Engineer;Current Employee;Formerly focused on engineering, now a PR company;"Competitive Salary
Flexible hours
Good reputation
International footprint
";"Decision by committee
Continuous recycle of decisions
Values who you know not what you know
Advice to Management
Listen to your employee
Good ideas but badly put together by people who only care to show off and leave before things fall apart
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Procurement Specialist;Current Employee, more than 10 years;Great company;"Great benefits and compensation package
";"Reorganized company structure with future mobility
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Engineer;Current Employee;Good company;"Great benefits, salary, and time off
";"stringent to work processes and not a lot of creative thinking.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Retired Engineering Professionals;Current Employee;looking for direction;"Has good pay and benefits
";"Very unstable and constant reorganization
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-16;Potato Peeler;Current Employee;yup;"food all the time at work
";"hungry all the time at work
Advice to Management
eat more
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-17;Cashier;Former Employee, less than 1 year;Great manager makes all the difference;"Slow pace, easy work, great manager I my former location
";"Low pay and sometimes you get rough customers. Cashbox was faulty as well.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-16;Assist and Assure Coach;Former Employee, more than 1 year;Assist and Assure Coach;"Great company to work for!
";"Diversity and Inclusion would greatly benefit the company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-01;Trading Manager;Current Employee;OK;"Long history of stable profit
";"No discernible direction as a company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Pressure Equipment Integrity;Current Employee, more than 10 years;Shell Refining;"Good pay and benefits. Good work life balance.
";"Slow to change to best practices
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Sales Associate;Former Employee;sales rep;"great job time efficiently management creative pros pros pros
";"slow, dated, wrong, cold, small
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Engineer;Current Employee;Getting bleak;"Pay/perks still unreal compared to anything else
";"Jobs starting to get cut; long term probably cancer
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Reservoir Engineer;Current Employee;Great place to lean;"A lot of learning opportunities and wide range of network.
";"You will need ~10years experience to get a manager title in this company.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Portfolio Manager;Current Employee, more than 3 years;Job reality;"Lots of different groups, pay and benefits are good
";"Very convoluted and bureaucratic, always downsizing and reorganizing, management can be out of touch
Advice to Management
Listen to your employees more
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Engineering Co-op Student;Former Employee, less than 1 year;Good work place but could be better;"Pay, health benefits, 401 k,
";"Schedule, Management, Bad Attitude problems for lower position workers
Advice to Management
Try to see what your employees want from you and consider it and be more flexible with schedules and schedule changes
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-15;Manager;Current Employee;jg;"Nice to make that green
";"I don't like the customers. They suck
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-29;External Relations;Current Employee, more than 3 years;Excellent culture;"- Parental leave: moms get 16 weeks 100% pay, dads get 8 weeks (in the US). 
- compensation well above average both salary and vacation time. 
- Culture is amazing! Despite the corona pandemic and a global reorg (which left many uneasy as you could imagine) leadership handled it in the best way they could. I’ve truly felt cared for since day 1 working here.
";"Large global company sometimes makes it challenging to navigate org structure and figure out career development opportunities.
Advice to Management
Don’t lose sight of your people and keep up the positive culture momentum.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-12;Financial Analyst;Current Employee, more than 3 years;Finance in Shell;"Great mentors and bosses depending on which department you land up in
";"Lot's of uncertainty especially with the job market. If you're not in new energies there's a high chance that you'll have to worry about your job
Advice to Management
Give the employees more control of the career path they'd like to take
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-28;Linux HPC Administrator;Current Employee;First rate company to work for;"Excellent pay, well-led company, world-class service.
";"IT jobs moving to India
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Financial Analyst;Former Employee;Average;"Easy work life balance, decent pay
";"Very hierarchal and prefer external hires for good jobs over internal promtions.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-27;Data Analyst;Former Employee, less than 1 year;Good company;"Good culture, people are friendly.
";"No downsides. really enjoy the work experience there.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-10;Cashier;Current Employee, more than 1 year;.;"good experience to interact with people
";"they pay the minimum wage
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-26;Manager;Former Employee, more than 8 years;Manager;"Great Company to work for
";"Oil downturn has affected the industry overall.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-07;Finance Manager;Former Employee, more than 10 years;Keep Looking;"Large company with lots of positions.
";"Always downsizing or offshoring, so beware. Look somewhere else.
1 person found this review helpful
Helpful
Share
Repor"
2021-01-08;Supply Chain;Current Employee, more than 8 years;Shell;"Management, work life balance, culture
";"personal development is not large, process is complex
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Engineer;Former Employee, more than 10 years;High Pay;"High Pay but very political
";"Very Political, like yes men and women
Advice to Management
Too many yes men and women in management
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Subsea Controls Engineer;Current Employee, more than 1 year;Company review;"Great work/life balance and pay
";"401k match is terrible for new employees. Lack of direction in a huge bureaucracy makes it difficult to get things done efficiently. Consistent lay-off environment creates too much stress and distraction for employees.
Advice to Management
Cut down on so many processes so we can be more efficient. Don’t fulfill process requirements just because, instead allow for good judgement to deviate when applicable to allow for greater efficiency and less confusion.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-22;Technician;Current Employee;Great company;"Best company I’ve ever worked for
";"No cons. Blessed to be where I’m at.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Senior Drilling Engineer;Current Employee;Generally good, but with the warts all big companies have.;"Good benefits, wide array of job options, reasonable salary.
";"Convoluted decision making, impersonal HR, reactive corporate culture.
Advice to Management
Don't pretend you are smarter than you are.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Project Manager;Current Employee;Large and Diverse;"Salary and benefits
Diverse workforce and opportunities 
Work life balance
";"Slow
Constant Re-Organization
Poor industry image
Uncertain future
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Senior Manager IT;Former Employee, more than 10 years;Good company;"Solid if you plan on remaining your entire career at there. Reshuffles occur about every 4 years and even without, job roles are typically 3-4 years... good opportunity to see different areas.
";"Difficult to keep external networks due to need to continually internally network for your next position.
Advice to Management
It is ok to allow leaders to continue to develop in a given vertical if that is where their passion resides - stop trying to force move people across the gambit of up, mid & downstream and functions.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-20;Professional Civil/Environmental Engineer;Former Employee;Outstanding Employer;"Second-to-none Employees Benefits (PTO, 401k Company Match, Annual Bonus, Health Coverage, Life Insurance)!
";"Buy-back Stock Plan (due to unreasonable acquisition of BG)!!!
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Supply Chain Manager;Current Employee, more than 10 years;Great company to work for;"Excellent compensation and work life balance in most cases.
";"Uncertainty looms over the energy industry.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Sales Associate/Cashier;Former Employee, less than 1 year;It was a job..;"Nice stores and great hours
";"People there did not do there job.. they put a lot on others to make up that work they could not do..
Advice to Management
Not good management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-19;Production Operator;Current Employee, more than 1 year;Great company;"Great company to work for with plenty of opportunities.
";"As of now there are no cons.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-15;Facility Engineer;Former Employee, more than 8 years;Great company with great benefits;"*Pay is well above what a mechanical engineer can earn almost anywhere else.
*Flexible work schedule. Working from home was allowed well before the pandemic. 
*Robust training programs.
*You will be entrusted with great responsibilities early on in your career.
";"Not many complains on the company. I was treated very well and received a superb severance package. My only complain is that I was not allowed to deviate from the discipline I was hired into.
1 person found this review helpful
Helpful
Share
Repor"
2020-12-17;Associate;Former Employee, less than 1 year;Vibes;"Cool place and nice environment
";"Non at all cool place
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-23;Senior Mechanical Engineer;Current Employee, more than 5 years;Constant reorganization and cost cutting;;"ant reorganization and cost cutting
Jan 23, 2021 - Senior Mechanical Engineer in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Very good health insurance, 401k, pension, bonus (performance bonus and turnaround bonus).
Cons
Work life balance is non existent at a refinery/chemical plant.
Been with Shell for 7 years and went thru 3 reorg/layoffs already. Seems like the industry growth isn’t just slowing, it’s contracting.
Management decision is very slow. They seem to have lofty goals but doesn’t really accomplish them. More and more I feel like management is trying to push more and more site wide initiatives onto individual contributors which is frustrating because individual contributors don’t have the same pull as a manager or senior manager.
Constantly in meetings that feel like nothing is accomplished and no value is added.
Advice to Management
Keep large initiatives at management level. Have more vision than just cost cutting and “becoming more lean” because it clearly isn’t making the impact that it should. Try looking at more options to make more money rather than putting all of your focus on spending less.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Production Operator;Current Employee;Backstabbing malicious environment;"Pay is fair and the benefits are okay
";"Walking on eggshells and watching your back gets old
1 person found this review helpful
Helpful
Share
Repor"
2020-12-29;Geologist;Current Employee, more than 5 years;Love my job and my co-workers;"The people I work with make my job fun and challenging. The teams I have been on make an effort to really discuss D&I and we have had many meaningful engagements this year and more planned for the future. I get support and coaching from my team members and its leaders. I can honestly say I live going to work every day (in person or virtually). More so now that I am in the Development side.
";"There’s always someone that is a negative person and/or that one person that management protects for some unknown reason. It’s frustrating, but I can work around that person and still love what I do.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-30;Clerk;Current Employee, more than 1 year;Pay;"Gives decent pay i guess
";"Worst place I have ever worked
Advice to Management
Bruh
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-29;Geologist;Current Employee;Fine;"Good paying job for now
";"Questionable future outlook for job
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-13;Cashier;Former Employee;Best customer service;"Its very relaxed, comfortable and fun job to do.
";"You have to have a very friendly polite personality
Advice to Management
There's nothing to be fixed .
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-28;Technical Safety Engineer;Current Employee, more than 1 year;Ok;"Money and the companies benefits
";"Cyclical Industry, hard to get promoted
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-27;Cashier;Current Employee, less than 1 year;Needs improvement;"Get paid mostly in cash. The end
";"Long hours, poor management, no dbl pay or time and a half for over time. Work a lot of hours off clock
Advice to Management
Step up and do better. When you treat your employees poorly, you lose good employees leaving you constantly fingering thru new people
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-27;Environmental Engineer;Current Employee, more than 5 years;Overall Average;"Good benefits and general workalife balance.
";"internal office politics with cyclical years of layoffs.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-25;Cashier;Former Employee;good;"hours are good and you work a lot
";"people are rude, customers are rude
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-26;Administrative Assistant;Current Employee;The people are the best perks;"The people you work with are great!
";"Overseas management has changed a lot of the things that made Shell Great.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Product Manager;Current Employee;great;"great place to work and good benefits
";"none none none none none
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-08;Currently Unemployed;Former Employee;Great;"Worked for a great department. HSSE Department
";"Was a contractor for 6 years
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Technical Supervisor;Former Employee, more than 10 years;Great place to work;"Flexible work schedule, some remote working, fantastic benefits.
";"Only some remote work, not much quick career advancement.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-22;Treasurer;Former Employee, more than 3 years;enjoy working at Shell;"salary and benefit is good, a lot of career growth opportunity
";"kind of stressful and challenging
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-07;Lawyer;Former Employee;fun;"great lunch room at Woodcreek
";"never found the second starbucks
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-21;Operator;Former Employee;Good Opportunity;"Company Name helps when applying for new posotions
";"HR unwilling to negotiate and always playing ""hard ball""
Advice to Management
Listen to employees and be upfront with changes.
Be the first to find this review helpful
Helpful
Share
Repor"
